лемма	IDF
находить	4.605170
находиться	4.605170
находка	2.407946
находящиеясти	4.605170
национальность	4.605170
национальный	0.116534
начало	1.514128
начать	1.771957
начаться	2.813411
начинать	2.995732
начинающий	3.506558
начинить	2.995732
начинка	0.040822
начиночка	4.605170
начинять	2.995732
начистить	3.506558
наш	0.040822
нашпиговать	4.605170
наяривать	4.605170
нг	4.605170
небезопасный	3.912023
небо	2.407946
небольшой	1.832581
небось	4.605170
небывалый	4.605170
небылица	2.407946
невад	4.605170
неважно	4.605170
невероятно	1.386294
невероятный	2.659260
невесомый	4.605170
невеста	4.605170
невестка	3.218876
невзирая	4.605170
невидимый	3.506558
невкусно	3.912023
невкусный	3.912023
невнимательно	4.605170
невоздушный	4.605170
невозможно	1.347074
невозможность	4.605170
невольно	2.525729
негде	4.605170
недавно	2.120264
неделя	0.051293
недличка	4.605170
недолго	3.912023
недопечь	3.912023
недопущение	4.605170
недорого	4.605170
недорогой	3.912023
недостаток	3.506558
недурно	3.912023
неееть	3.912023
нежданный	4.605170
нежелательно	4.605170
нежелательный	4.605170
нежирный	3.912023
нежно	2.659260
нежность	2.813411
нежный	0.094311
незабываемый	3.218876
незамедлительно	2.813411
незаменимый	3.506558
незаметно	4.605170
незамысловатый	3.506558
незапамятный	4.605170
незаслуженно	2.995732
незатейливый	4.605170
незначительный	4.605170
незрелый	4.605170
незрячий	4.605170
неизбежный	4.605170
неизбитый	3.912023
неизвестный	4.605170
неизменно	2.525729
неизменный	3.506558
неимоверно	4.605170
неимоверный	4.605170
неинтересный	4.605170
нейм	4.605170
нейтральный	3.912023
некогда	3.506558
некондиционный	4.605170
некоторый	1.897120
некрупный	3.912023
неллечка	3.912023
нелли	4.605170
нелличка	3.506558
нельзя	2.302585
немало	4.605170
немаловажный	2.207275
немалый	4.605170
немец	3.218876
немецкий	0.116534
немного	1.203973
немножко	4.605170
немой	1.203973
ненавидеть	4.605170
ненастоящий	4.605170
ненастье	4.605170
ненужный	2.302585
необходимо	2.813411
необходимость	3.218876
необходимый	2.659260
необыкновенно	1.897120
необыкновенный	2.995732
необычайно	3.506558
необычно	2.813411
необычный	0.916291
необязательно	4.605170
неоднократно	3.218876
неожиданно	3.506558
неожиданность	4.605170
неожиданный	0.116534
неопытный	4.605170
неотделимый	4.605170
неотличимый	3.912023
неотъемлемый	3.912023
неохота	4.605170
непал	4.605170
неплохо	4.605170
неплохой	4.605170
неповторимый	2.813411
неподелилсябынискать	4.605170
непосредственно	2.995732
непохожий	4.605170
неправильный	4.605170
непревзойдённый	4.605170
непременно	1.832581
непременный	4.605170
непривычный	4.605170
непропечённый	4.605170
непросто	4.605170
нептун	4.605170
нерадивый	4.605170
нерв	4.605170
нереально	2.995732
неровно	3.506558
несанкционированный	4.605170
несколько	0.843970
нескромно	4.605170
нескучно	3.218876
несладкий	0.116534
несложно	2.207275
несложный	2.995732
несмотря	2.525729
несовершеннолетний	4.605170
несовместимый	4.605170
несолёный	4.605170
несомненно	3.912023
несомненный	4.605170
несравнимый	4.605170
нестандартный	4.605170
нести	2.813411
несущий	4.605170
несчастливый	4.605170
неточный	4.605170
нетрадиционный	4.605170
неугомонный	3.218876
неудобно	4.605170
нечасто	4.605170
нечего	3.218876
нечто	3.218876
неясность	4.605170
нибыть	1.832581
нигде	3.912023
ниже	2.813411
низ	4.605170
низкий	3.912023
низкокалорийный	3.912023
ник	3.912023
ника	3.912023
никак	2.659260
никакой	1.203973
никогда	1.771957
никто	1.427116
никумать	4.605170
нина	1.078810
ниночка	4.605170
нисколько	3.912023
нитка	4.605170
ничего	0.941609
ничто	3.218876
нк	1.771957
нн	3.218876
ннатали	4.605170
новенький	4.605170
новинка	4.605170
новичок	3.912023
новогодний	0.040822
новость	0.061875
новруз	4.605170
новый	0.030459
нога	4.605170
нокс	4.605170
ноксвилл	4.605170
номер	3.912023
норвегия	2.995732
норвежски	4.605170
норвежский	0.116534
норма	4.605170
нормально	3.506558
норуолкнуть	4.605170
норь	3.912023
носить	3.912023
носиться	3.218876
ностальгический	4.605170
ностальгия	3.912023
нотка	3.218876
ночка	4.605170
ночное	4.605170
ночной	4.605170
ночь	2.813411
ночью	4.605170
ноябрь	0.527633
нра	4.605170
нравиться	0.941609
нт	2.659260
нуга	4.605170
нужный	2.995732
нулевой	4.605170
нуль	4.605170
нур	4.605170
нутелла	4.605170
нуть	3.218876
ныне	4.605170
ньокк	4.605170
нью	2.207275
ньюкасл	4.605170
нья	4.605170
нэмесис	4.605170
нюанс	2.659260
нюркий	4.605170
нюся	4.605170
нюшка	3.218876
ня	4.605170
ням	3.218876
нямка	2.659260
оба	4.605170
обалденный	1.771957
обалдеть	3.506558
обвалка	4.605170
обваривать	4.605170
обволакивать	4.605170
обделить	4.605170
обдумывать	4.605170
обед	0.105361
обеденный	3.912023
обезжиренный	3.218876
обезжиривание	4.605170
обезьяна	0.116534
обезьяний	2.407946
обеспечение	4.605170
обеспечивать	4.605170
обеспечить	4.605170
обессудить	4.605170
обещание	4.605170
обещать	2.407946
обжареный	2.995732
обжаривать	2.813411
обжариваться	3.506558
обжарить	2.659260
обида	3.912023
обидный	4.605170
обиженный	4.605170
обилие	4.605170
обильный	3.912023
обитание	3.506558
обл	4.605170
обладать	1.660731
облако	2.995732
область	3.912023
облачко	2.995732
обмакнуть	4.605170
обман	4.605170
обмолвиться	4.605170
обморок	4.605170
обнаружить	3.218876
обнаружиться	2.302585
обновить	4.605170
обновление	4.605170
обогатить	4.605170
обогащаться	4.605170
обожать	1.386294
обозвать	4.605170
обозначение	4.605170
обойтись	3.506558
оболочка	4.605170
оборона	4.605170
оборудование	3.912023
обрабатывать	3.912023
обрабатываться	4.605170
обработка	2.995732
обрадовать	3.912023
обрадоваться	3.912023
образ	2.040221
образование	4.605170
образовать	2.995732
обрак	4.605170
обрамление	4.605170
обратить	4.605170
обратиться	2.995732
обратно	4.605170
обратный	4.605170
обращать	3.506558
обращаться	3.912023
обращение	4.605170
обрез	3.506558
обрезок	4.605170
обругать	3.506558
обруч	4.605170
обрывок	4.605170
обсуждаться	4.605170
обсыпать	3.912023
обуть	4.605170
обходиться	3.912023
общаться	0.040822
общаюся	4.605170
общение	3.912023
общество	4.605170
общесудовой	4.605170
общий	1.609438
объедение	2.407946
объединить	4.605170
объедух	4.605170
объехать	4.605170
объявить	2.995732
объяснение	4.605170
объяснить	3.218876
объём	3.218876
обыденный	3.218876
обыкновенный	3.912023
обычно	1.714798
обычный	1.386294
обязательно	0.967584
обязательный	4.605170
обязать	2.407946
овальный	4.605170
овощ	0.094311
овощной	0.040822
овсянка	3.912023
овсяночка	4.605170
овсяный	0.105361
огайо	4.605170
огаста	4.605170
оглашать	3.506558
оглядка	4.605170
огнедышащий	4.605170
огненный	0.116534
ого	4.605170
оговорить	4.605170
оговорка	4.605170
огогогище	4.605170
огогогогогищщщий	4.605170
огонь	0.094311
огород	2.995732
огорчение	4.605170
ограниченный	4.605170
огромный	0.867501
огурец	0.116534
огурик	4.605170
огурцовый	3.912023
огурчик	2.659260
одесса	4.605170
одесск	4.605170
одинаково	3.506558
одиночество	4.605170
однажды	2.407946
одновременно	3.218876
однозначно	4.605170
одноимённый	4.605170
одноклассник	2.407946
однородный	4.605170
одноэтажный	2.302585
ожидание	2.120264
ожидать	2.302585
ожить	4.605170
озаглавить	3.218876
ознаменование	3.218876
означать	2.995732
ой	3.218876
оказаться	1.514128
оказываться	3.218876
окленд	4.605170
окно	4.605170
окончательно	3.912023
окорка	3.506558
окорочка	4.605170
окорочок	2.407946
окраска	4.605170
окрошка	0.040822
округ	4.605170
окружающий	4.605170
окружение	3.218876
окснард	4.605170
октябрь	0.562119
окунуть	4.605170
окунуться	4.605170
оладушка	3.218876
оладье	3.506558
оладья	0.040822
олеана	4.605170
олейной	0.116534
олейный	0.116534
оливер	2.525729
оливка	2.207275
оливко	4.605170
оливковый	0.544727
оливье	2.995732
олимпийский	4.605170
ольга	1.386294
ольчик	3.218876
оля	2.120264
омлет	0.040822
онлайн	3.218876
онтарио	4.605170
ооо	4.605170
ооочень	3.218876
опа	4.605170
опара	0.040822
опасение	3.506558
опаска	4.605170
опека	4.605170
опелик	3.912023
опера	4.605170
оператор	4.605170
описание	2.995732
описать	3.218876
описывать	3.912023
оплести	4.605170
оправдание	4.605170
оправдать	4.605170
оправдывать	4.605170
оправдываться	4.605170
определение	3.506558
определить	2.813411
определиться	4.605170
определять	4.605170
определённый	1.832581
опробовать	2.120264
опрос	0.061875
опубликовать	3.506558
опустить	4.605170
опустошиться	4.605170
опушка	4.605170
опыт	2.407946
опытный	3.218876
опять	2.040221
опёнок	3.506558
орган	4.605170
организам	3.506558
организационный	4.605170
организация	4.605170
организм	4.605170
организовать	4.605170
организовывать	4.605170
ордевиль	4.605170
орегано	2.525729
орех	0.776529
ореховый	2.995732
орешек	4.605170
орешинок	3.218876
орзо	4.605170
оригинал	1.832581
оригинально	3.218876
оригинальность	3.912023
оригинальный	1.049822
ориентировать	3.218876
ориентироваться	4.605170
орлеан	4.605170
оружие	4.605170
освежать	3.912023
освежить	4.605170
осветлять	4.605170
освободить	4.605170
освобождать	4.605170
оседать	4.605170
осенний	0.051293
осень	0.105361
осетинский	4.605170
оскандалить	3.506558
осмелиться	2.995732
основа	2.040221
основание	4.605170
основной	3.218876
основный	0.040822
особенно	1.469676
особенность	3.218876
особенный	2.525729
особо	2.302585
особый	2.525729
особь	4.605170
оставаться	0.116534
оставить	1.660731
оставлять	1.832581
оставляться	4.605170
остальной	2.525729
останавливаться	4.605170
остановить	4.605170
остановиться	1.560648
остап	4.605170
остаток	3.912023
остаться	1.309333
остеркон	4.605170
остеркрон	4.605170
остин	4.605170
осторожно	4.605170
осторожность	4.605170
остренький	3.912023
остринка	4.605170
остро	4.605170
остров	3.218876
островато	4.605170
островатый	4.605170
острота	4.605170
острый	1.897120
остудить	4.605170
остывание	4.605170
остыть	2.995732
осуществиться	4.605170
осуществляться	4.605170
осьминог	3.506558
отбавлять	4.605170
отбивной	2.120264
отбить	4.605170
отбой	4.605170
отбыть	4.605170
отваливаться	4.605170
отвар	4.605170
отваривание	4.605170
отваривать	3.506558
отварить	4.605170
отварный	2.995732
отведать	3.506558
отвести	4.605170
ответ	0.000000
ответить	0.051293
ответственно	3.912023
ответственность	2.120264
отвечать	3.912023
отгадать	3.506558
отдавать	3.912023
отдел	4.605170
отделить	4.605170
отделиться	3.912023
отдельно	3.506558
отдельность	4.605170
отдельный	2.659260
отдохнуть	3.912023
отдых	3.218876
отдыхать	2.040221
отец	4.605170
отжим	4.605170
отзвук	4.605170
отзыв	2.120264
отказаться	3.912023
откладываться	3.506558
отклоняться	4.605170
отключить	3.912023
откорректировать	4.605170
откровенный	4.605170
открывать	3.912023
открытие	2.120264
открытый	0.105361
открыть	2.813411
откушать	4.605170
отличать	4.605170
отличаться	1.469676
отличие	3.506558
отличить	4.605170
отлично	1.514128
отличный	1.078810
отложить	3.912023
отложиться	4.605170
отменить	0.040822
отменный	4.605170
отменять	3.506558
отметить	3.506558
отмечать	2.120264
отмечаться	4.605170
отмыть	4.605170
отнести	4.605170
отнестись	4.605170
отнимать	2.995732
относительный	4.605170
относиться	1.714798
отношение	1.714798
отозвать	4.605170
отозваться	4.605170
оторваться	2.120264
отпад	3.506558
отпадать	3.912023
отправить	3.912023
отправиться	4.605170
отправлять	4.605170
отпраздновать	4.605170
отпугнуть	4.605170
отрегулировать	4.605170
отрезать	3.912023
отруби	4.605170
отрыв	4.605170
отрывать	4.605170
отслужить	4.605170
отставать	3.506558
отсутствие	2.302585
отсутствовать	2.525729
отсюда	3.218876
оттаивание	4.605170
оттенок	3.912023
оттенять	3.912023
оттирать	2.659260
оттоленгга	4.605170
оттуда	4.605170
оттяжка	4.605170
отходить	4.605170
отчаиваться	4.605170
отъесть	4.605170
отыскать	3.912023
оукс	4.605170
оушенсайда	4.605170
офигительный	3.506558
офис	4.605170
официально	4.605170
официальный	4.605170
официантка	3.506558
офорд	4.605170
оформить	4.605170
оформление	3.218876
ох	3.912023
охарактеризовать	3.912023
охладить	0.116534
охота	3.218876
оценивать	4.605170
оценить	2.813411
оценка	4.605170
оч	4.605170
очаровательный	4.605170
очаровать	3.912023
очередной	1.514128
очередь	1.771957
очистить	3.506558
ошава	4.605170
ошеломить	3.218876
ошибаться	3.912023
ошибиться	3.912023
ошибка	2.302585
ощутить	4.605170
ощущаться	3.912023
ощущение	3.912023
пад	4.605170
падуб	4.605170
пазуев	4.605170
пай	4.605170
пайнс	4.605170
пакет	2.813411
пакетик	0.105361
палата	4.605170
палатка	2.813411
палитра	4.605170
паломник	4.605170
палочка	0.040822
пальмовый	4.605170
пампушка	4.605170
память	3.506558
панакот	4.605170
пани	2.995732
паника	4.605170
паниковать	4.605170
панир	4.605170
панира	4.605170
панировка	0.116534
панировочный	1.309333
панкейка	4.605170
панкреатит	4.605170
пантерррочко	2.813411
панчо	3.912023
пао	3.506558
папа	2.995732
папараць	4.605170
паприка	1.171183
пара	0.116534
парагвайский	4.605170
парад	0.116534
парадокс	4.605170
параметр	3.506558
парижанин	4.605170
парижский	3.218876
парикмахер	4.605170
париться	4.605170
парк	2.659260
парка	4.605170
парксвилл	4.605170
парль	4.605170
пармеджать	4.605170
пармезан	2.302585
пармский	4.605170
пароварка	0.105361
паровой	3.912023
пароль	0.020203
партнёр	4.605170
парёнка	4.605170
пасмурный	4.605170
паста	0.040822
пастрома	0.040822
пасха	0.040822
пасхальный	0.116534
пататёс	4.605170
патент	2.525729
патерсон	4.605170
патисьер	3.912023
паутина	4.605170
паутинка	4.605170
паутинник	3.506558
пахлава	3.912023
пахнуть	3.912023
пахта	3.912023
пачка	3.912023
паштело	4.605170
паштет	0.040822
паштетик	3.912023
паэлие	3.912023
паэлить	4.605170
педалькин	3.912023
пек	2.207275
пекарня	4.605170
пекарский	3.506558
пекарь	0.127833
пекински	4.605170
пекинский	2.407946
пеклевальный	4.605170
пеклеванный	4.605170
пекло	2.525729
пектен	4.605170
пельменный	2.659260
пельмень	0.116534
пельмешек	4.605170
пемброк	4.605170
пена	4.605170
пентатоника	4.605170
пентиктон	4.605170
пенёчек	3.912023
пеория	3.912023
пепельный	4.605170
пепперони	4.605170
первенец	4.605170
первоклассник	2.407946
первоклашка	4.605170
первоначально	3.912023
первый	0.040822
пергамент	3.912023
переборчивыя	4.605170
перевернуть	3.912023
перевести	3.912023
перевод	2.813411
переводиться	4.605170
переворачиваться	4.605170
переворот	3.506558
переворошить	4.605170
передавать	4.605170
передаваться	3.912023
передать	3.218876
передача	2.040221
переделать	4.605170
переедать	4.605170
переживать	3.218876
перейти	0.040822
перекисать	3.912023
перекочевать	4.605170
перекус	0.116534
перелопатить	3.912023
перемешать	2.659260
перемешивание	4.605170
перемешивания	4.605170
перемешивать	4.605170
перемешиваться	4.605170
перенять	4.605170
перепелиный	2.813411
переписать	3.912023
переписывать	4.605170
перепробовать	2.813411
перепрыгивать	4.605170
пересмотреть	2.302585
пересушить	3.912023
пересылать	4.605170
пересыпать	4.605170
перетереть	4.605170
перец	0.040822
перечень	4.605170
перечесть	3.218876
перечитать	4.605170
перечный	4.605170
перина	4.605170
период	2.207275
периодически	4.605170
перловка	3.912023
перловый	3.218876
перо	4.605170
персик	3.506558
персиковый	4.605170
персона	0.116534
персонаж	4.605170
персональный	4.605170
перспектива	4.605170
перуанский	0.116534
перченый	4.605170
перчить	3.218876
песенка	4.605170
песня	2.207275
песочный	0.105361
пестик	4.605170
песто	3.912023
петелинк	0.127833
петербург	3.912023
петренко	4.605170
петров	3.912023
петрович	4.605170
петрунин	4.605170
петрушка	0.673345
петь	3.912023
печально	4.605170
печальный	3.912023
печатный	4.605170
печать	2.302585
печение	0.040822
печень	2.207275
печка	3.218876
печь	0.116534
печёнка	3.912023
печёночный	0.040822
пивной	3.912023
пиво	0.116534
пигодить	4.605170
пикант	0.127833
пикантно	3.218876
пикантность	3.912023
пикантный	1.514128
пикник	0.105361
пикничный	4.605170
пингвин	4.605170
пинцет	4.605170
пипец	2.659260
пир	0.116534
пирамидка	4.605170
пировать	4.605170
пирог	0.040822
пирожковый	1.966113
пирожное	0.040822
пирожок	0.040822
писатель	3.912023
писать	2.120264
питание	0.094311
питательный	2.525729
питер	2.407946
питие	4.605170
пить	3.506558
пихельштайнер	4.605170
пицца	0.040822
пиццерия	3.506558
пища	2.207275
пищевой	2.120264
плавленый	1.237874
плагиат	4.605170
пламя	0.116534
план	3.218876
планета	3.912023
планировать	2.659260
пластинка	3.912023
пластичный	4.605170
плато	4.605170
плеер	2.813411
плетёнка	4.605170
плита	0.116534
плов	0.116534
плод	0.116534
плоский	3.912023
плотный	3.218876
плохо	3.912023
плохой	3.912023
площадь	4.605170
плюнуть	4.605170
плюс	4.605170
плюсик	4.605170
плюшка	3.912023
пмж	4.605170
побаловать	2.120264
победа	2.995732
победитель	3.912023
победить	4.605170
побережье	4.605170
поблагодарить	4.605170
побояться	2.995732
побывать	3.218876
поваляться	3.506558
повар	1.139434
поваренный	4.605170
поварить	3.218876
повариха	3.218876
поварёнок	0.000000
поведение	4.605170
повезти	4.605170
повергнуть	4.605170
поверить	2.120264
поверх	3.912023
поверхность	4.605170
поверьте	2.040221
повесить	2.407946
повидло	0.040822
повлиять	4.605170
повод	2.407946
повозиться	3.912023
поворачиваться	3.912023
повседневный	3.506558
повстречаться	4.605170
повтор	4.605170
повторить	2.040221
повториться	4.605170
повторять	4.605170
повторяться	4.605170
повыситься	4.605170
повышать	4.605170
повышение	4.605170
повышенный	4.605170
погибнуть	4.605170
погнать	4.605170
погружной	4.605170
погулять	2.659260
подавать	1.514128
подаваться	3.506558
подарить	2.525729
подарок	0.116534
податливый	4.605170
подать	1.427116
подача	2.207275
подбирать	3.912023
подбор	1.514128
подборка	3.506558
подвергать	3.506558
подвергнуться	4.605170
подверженный	4.605170
подвести	4.605170
подвялить	4.605170
подглядеть	3.912023
подгорать	3.506558
подготовить	2.813411
подготовка	2.813411
поддаваться	2.659260
подделка	4.605170
поддерживать	4.605170
поддержка	2.813411
поделиться	0.400478
поделка	4.605170
поджаристый	2.813411
поджарить	4.605170
поджариться	3.912023
поджимать	3.912023
подкатегория	4.605170
подкрепиться	4.605170
подкупить	2.040221
подлив	0.116534
подливка	0.040822
подлить	4.605170
подлодка	4.605170
подменить	4.605170
поднимать	4.605170
подниматься	4.605170
подносить	3.218876
поднять	4.605170
подняться	3.912023
подобный	1.427116
подобрать	3.506558
подозвать	4.605170
подозревать	4.605170
подойти	1.272966
подоконник	4.605170
подпаивать	4.605170
подписать	4.605170
подписаться	0.040822
подписчик	4.605170
подписывать	4.605170
подписываться	2.407946
подработать	4.605170
подразумевать	4.605170
подробно	2.659260
подробность	2.995732
подробный	4.605170
подруга	2.525729
подружиться	4.605170
подружка	2.659260
подрумяниться	4.605170
подряд	3.912023
подрядчик	4.605170
подсадить	4.605170
подсесть	3.912023
подсказать	1.832581
подсказка	3.912023
подсластитель	4.605170
подсмотреть	3.506558
подсолнечный	1.347074
подсолнух	3.912023
подсохнуть	3.912023
подстроить	4.605170
подсушивать	4.605170
подтвердить	3.912023
подтолкнуть	4.605170
подуглиться	4.605170
подумать	2.302585
подуматься	3.912023
подушечка	2.813411
подход	3.912023
подходить	1.771957
подходящий	3.506558
подчеревка	4.605170
подчеркнуть	3.912023
подчерёвка	4.605170
подчёркивать	3.912023
подъесть	4.605170
подъём	4.605170
подыскивать	2.525729
поедание	2.120264
поедать	4.605170
поедаться	4.605170
поединок	0.116534
поезд	3.218876
поездка	3.218876
поесть	3.218876
поехать	4.605170
пожалеть	1.771957
пожаловать	3.218876
пожаловаться	4.605170
пожалуй	2.040221
пожалуйста	1.966113
пожарить	3.218876
пожариться	4.605170
пожевать	4.605170
пожелание	3.912023
пожелать	3.912023
пожилое	4.605170
пожилой	4.605170
позабыть	4.605170
позавтракать	3.912023
позавчера	2.813411
позаимствовать	2.995732
позволить	3.218876
позволять	4.605170
позвонить	2.995732
поздний	3.218876
поздника	4.605170
поздно	3.506558
поздравить	0.116534
поздравление	3.506558
поздравлять	2.207275
позиционироваться	4.605170
познакомить	3.506558
позолотить	4.605170
поинт	3.912023
поиск	0.051293
поискать	4.605170
поисковик	4.605170
пойти	1.966113
показать	1.309333
показаться	2.207275
показывать	1.832581
покаяться	4.605170
покидать	4.605170
покинуть	4.605170
поклон	4.605170
поклониться	3.506558
поклонник	4.605170
поклонница	4.605170
покой	4.605170
поколение	2.302585
покорить	2.120264
покрошить	4.605170
покрытие	4.605170
покрыться	4.605170
покупать	1.897120
покупка	4.605170
покупной	3.506558
покусаев	4.605170
покушать	3.506558
пол	2.995732
полба	4.605170
полбарашек	4.605170
полбяной	4.605170
полгода	3.912023
полдень	3.912023
полдник	0.116534
поле	3.912023
полевой	4.605170
полезно	0.116534
полезность	4.605170
полезный	1.427116
полезть	4.605170
полено	3.506558
полента	3.506558
политика	0.040822
полить	3.506558
полка	4.605170
полно	4.605170
полнормы	4.605170
полностью	1.347074
полноценный	2.813411
полный	1.237874
половина	0.105361
половинка	3.506558
половник	4.605170
положение	4.605170
положить	2.407946
поломать	4.605170
полоса	4.605170
полосатый	4.605170
полотенце	4.605170
полтора	2.120264
полусладкое	4.605170
полутвёрдый	2.525729
полуфабрикат	3.506558
получать	0.040822
получаться	0.328504
получение	2.659260
получить	1.237874
получиться	0.653926
полчаса	3.912023
польза	0.116534
пользователь	1.309333
пользовательский	4.605170
пользоваться	1.347074
польский	0.116534
полюбить	3.912023
полюбиться	3.506558
помадка	0.040822
поменяться	3.912023
поместить	4.605170
помешать	3.912023
помешивать	3.506558
помещичий	3.912023
помидор	0.116534
помидорк	0.127833
помин	3.506558
помнить	1.469676
помогать	3.912023
помол	4.605170
помон	4.605170
помочь	2.407946
помощница	2.525729
помощь	2.207275
помпано	4.605170
помыть	4.605170
пон	4.605170
понадобиться	2.302585
понаписать	4.605170
поневоле	4.605170
понедельник	4.605170
понести	4.605170
понимание	2.659260
понимать	2.207275
понравиться	0.040822
пончик	0.040822
понятие	4.605170
понятно	3.912023
понять	1.660731
пообедать	4.605170
попадание	4.605170
попадать	3.912023
попадаться	3.912023
попариться	4.605170
попасть	2.207275
попасться	2.995732
поперёк	4.605170
попка	4.605170
пополам	4.605170
попробовать	0.248461
попросить	2.302585
попрощаться	4.605170
попугай	4.605170
популярность	2.407946
популярный	1.427116
попутно	4.605170
попытаться	3.506558
попытка	4.605170
пора	0.105361
порадницть	4.605170
порадовать	1.309333
поразительно	4.605170
поразить	2.995732
поревновать	4.605170
порезать	3.506558
порей	2.302585
порешать	4.605170
пористый	1.897120
порог	2.813411
порошок	0.916291
порт	4.605170
порталес	4.605170
портить	4.605170
портиться	3.912023
портленд	4.605170
портобелло	4.605170
португальский	0.116534
поручить	4.605170
поручиться	4.605170
порхать	4.605170
порционный	3.218876
порция	1.660731
порыться	4.605170
порядок	3.218876
посвятить	2.995732
посвящать	4.605170
посвящаться	3.506558
посвящение	4.605170
поселиться	4.605170
посетить	4.605170
посещать	0.061875
посещение	4.605170
посиделки	3.218876
посидеть	4.605170
поскольку	2.040221
послание	3.912023
последний	1.272966
последующий	3.506558
послужить	2.995732
послушать	4.605170
посмотреть	2.995732
посоветовать	4.605170
посовещаться	4.605170
посолить	3.912023
поспешить	3.912023
пост	0.105361
поставить	1.897120
поставщик	4.605170
постараться	2.995732
постепенно	3.912023
поститься	2.207275
постичь	4.605170
постный	0.040822
постоянно	0.040822
постоянный	3.912023
постоять	4.605170
пострадать	2.813411
построить	0.105361
постройнения	4.605170
постройнеть	4.605170
поступать	3.506558
поступиться	4.605170
посуда	0.094311
посчастливиться	3.218876
посылка	4.605170
посыпать	2.995732
посыпаться	3.912023
посыпка	3.506558
посыпушка	4.605170
потерять	3.218876
потеряться	4.605170
поток	4.605170
потратить	3.506558
потребитель	4.605170
потребность	3.506558
потребоваться	2.525729
потрудиться	4.605170
потрясать	1.272966
потрясающе	1.560648
потрясти	3.506558
поужинать	4.605170
поучаствовать	3.506558
похлёбка	4.605170
поход	4.605170
походный	4.605170
похоже	3.506558
похожий	0.994252
похрустеть	3.218876
похрустывать	3.218876
поцелуй	4.605170
почему	1.203973
почистить	4.605170
почитать	4.605170
почка	4.605170
почта	0.040822
почти	1.021651
почтовый	3.218876
пошаговый	0.040822
поэксперементировать	4.605170
поэт	4.605170
появиться	1.771957
появление	4.605170
появляться	2.659260
пояс	3.506558
пп	4.605170
пр	3.912023
правда	1.139434
правдивость	4.605170
правило	2.207275
правильно	2.040221
правильный	1.832581
право	3.218876
правый	4.605170
прага	2.525729
празднество	2.407946
праздник	0.105361
празднично	0.116534
праздничный	0.105361
празднование	3.912023
праздновать	2.995732
праздный	4.605170
практика	3.912023
практикум	0.116534
практически	1.386294
практично	2.525729
преамбула	4.605170
превзойти	2.120264
превосходить	4.605170
превосходный	0.116534
превратить	3.506558
превратиться	3.912023
превращаться	3.912023
превращение	0.116534
предварительно	2.813411
предварительный	3.912023
предвосхитить	4.605170
преддверие	4.605170
предел	4.605170
предлагать	0.693147
предлагаться	3.218876
предложение	4.605170
предложить	1.108663
предназначаться	4.605170
предназначить	4.605170
предоставить	4.605170
предостаточно	3.506558
предположение	3.218876
предположить	3.506558
предпочитать	3.912023
предпочтение	3.218876
предпраздничный	4.605170
представитель	4.605170
представить	1.347074
представление	4.605170
представлять	1.714798
предстоящий	4.605170
предупреждать	3.506558
предыдущий	3.506558
прежде	3.218876
презентовать	3.912023
президент	4.605170
преимущественно	4.605170
преимущество	3.912023
преклоняться	2.813411
прекрасно	1.714798
прекрасный	1.386294
прелесть	3.912023
премудрость	4.605170
преобразоваться	4.605170
преодолевать	4.605170
преподнести	4.605170
препятствие	4.605170
прерь	4.605170
пресный	0.116534
пресс	3.912023
прессовать	3.912023
претендовать	3.506558
претензия	4.605170
префермент	4.605170
прибавление	2.659260
прибежать	4.605170
приближаться	3.912023
приблизить	2.407946
прибор	4.605170
привезти	2.525729
привередливый	4.605170
привести	3.506558
привет	2.659260
приветик	3.218876
привкус	3.506558
привлекать	3.912023
привлечение	4.605170
привлечь	3.912023
привыкнуть	4.605170
привычный	2.407946
пригласить	2.659260
приглашать	2.207275
приглянуться	4.605170
приговаривать	3.218876
пригодиться	1.560648
пригождаться	4.605170
пригореть	4.605170
приготовить	0.083382
приготовление	0.040822
приграничный	4.605170
придавать	2.040221
придание	4.605170
придерживаться	3.912023
придумать	1.237874
придуматься	3.218876
придумывать	3.912023
приезд	4.605170
приесться	3.218876
приехать	3.912023
прижиться	2.302585
приз	0.040822
признак	4.605170
признание	0.116534
признать	4.605170
признаться	3.506558
призёр	4.605170
прийти	1.966113
прийтись	2.040221
приказ	4.605170
прикарманить	3.912023
приклеиваться	4.605170
прикольно	4.605170
прикольный	4.605170
прикосновение	4.605170
прикреплять	3.912023
прилавок	2.995732
прилагаться	4.605170
прилипать	3.912023
прилично	3.506558
приложение	4.605170
применение	3.912023
применять	3.912023
применяться	4.605170
пример	2.302585
примерно	1.966113
примитивный	4.605170
приморск	4.605170
приморье	4.605170
принадлежать	3.218876
принадлежащий	4.605170
принести	2.525729
принимать	3.506558
приносить	2.120264
принц	4.605170
принцип	2.407946
принципиальный	3.912023
принять	2.302585
приняться	4.605170
приобрести	3.506558
приобретать	3.506558
приправа	0.040822
приправить	3.506558
припёк	3.218876
природа	0.105361
присвоить	4.605170
присест	3.912023
прислать	3.506558
присоединяться	3.912023
приспособить	4.605170
приспособиться	4.605170
приспособление	4.605170
пристраивать	4.605170
пристрастие	4.605170
пристроить	4.605170
приступать	4.605170
приступить	0.040822
присутствие	3.912023
присутствовать	2.995732
присущий	3.912023
присыпать	4.605170
приторно	4.605170
притягивать	4.605170
приукрашивать	3.506558
